idx,a,b,c,d,e,f,g,h,i,j,class
957,1,1,1,0,1,1,1,1,0,1,0
824,1,1,0,0,1,1,1,0,0,0,0
954,1,1,1,0,1,1,1,0,1,0,1
270,0,1,0,0,0,0,1,1,1,0,0
619,1,0,0,1,1,0,1,0,1,1,1
850,1,1,0,1,0,1,0,0,1,0,0
467,0,1,1,1,0,1,0,0,1,1,1
767,1,0,1,1,1,1,1,1,1,1,0
23,0,0,0,0,0,1,0,1,1,1,1
298,0,1,0,0,1,0,1,0,1,0,1
493,0,1,1,1,1,0,1,1,0,1,0
308,0,1,0,0,1,1,0,1,0,0,1
70,0,0,0,1,0,0,0,1,1,0,0
743,1,0,1,1,1,0,0,1,1,1,0
789,1,1,0,0,0,1,0,1,0,1,1
822,1,1,0,0,1,1,0,1,1,0,0
702,1,0,1,0,1,1,1,1,1,0,0
880,1,1,0,1,1,1,0,0,0,0,0
489,0,1,1,1,1,0,1,0,0,1,1
330,0,1,0,1,0,0,1,0,1,0,0
617,1,0,0,1,1,0,1,0,0,1,1
288,0,1,0,0,1,0,0,0,0,0,1
515,1,0,0,0,0,0,0,0,1,1,1
516,1,0,0,0,0,0,0,1,0,0,0
381,0,1,0,1,1,1,1,1,0,1,1
918,1,1,1,0,0,1,0,1,1,0,0
953,1,1,1,0,1,1,1,0,0,1,1
99,0,0,0,1,1,0,0,0,1,1,1
21,0,0,0,0,0,1,0,1,0,1,1
413,0,1,1,0,0,1,1,1,0,1,0
931,1,1,1,0,1,0,0,0,1,1,1
922,1,1,1,0,0,1,1,0,1,0,1
45,0,0,0,0,1,0,1,1,0,1,1
961,1,1,1,1,0,0,0,0,0,1,1
275,0,1,0,0,0,1,0,0,1,1,1
948,1,1,1,0,1,1,0,1,0,0,0
224,0,0,1,1,1,0,0,0,0,0,1
53,0,0,0,0,1,1,0,1,0,1,1
903,1,1,1,0,0,0,0,1,1,1,0
136,0,0,1,0,0,0,1,0,0,0,1
206,0,0,1,1,0,0,1,1,1,0,0
164,0,0,1,0,1,0,0,1,0,0,0
707,1,0,1,1,0,0,0,0,1,1,1
372,0,1,0,1,1,1,0,1,0,0,0
471,0,1,1,1,0,1,0,1,1,1,0
968,1,1,1,1,0,0,1,0,0,0,1
186,0,0,1,0,1,1,1,0,1,0,1
943,1,1,1,0,1,0,1,1,1,1,0
303,0,1,0,0,1,0,1,1,1,1,1
229,0,0,1,1,1,0,0,1,0,1,0
193,0,0,1,1,0,0,0,0,0,1,1
190,0,0,1,0,1,1,1,1,1,0,0
624,1,0,0,1,1,1,0,0,0,0,0
477,0,1,1,1,0,1,1,1,0,1,0
927,1,1,1,0,0,1,1,1,1,1,0
839,1,1,0,1,0,0,0,1,1,1,1
573,1,0,0,0,1,1,1,1,0,1,1
738,1,0,1,1,1,0,0,0,1,0,1
686,1,0,1,0,1,0,1,1,1,0,0
140,0,0,1,0,0,0,1,1,0,0,0
610,1,0,0,1,1,0,0,0,1,0,0
584,1,0,0,1,0,0,1,0,0,0,0
1008,1,1,1,1,1,1,0,0,0,0,1
265,0,1,0,0,0,0,1,0,0,1,1
75,0,0,0,1,0,0,1,0,1,1,1
519,1,0,0,0,0,0,0,1,1,1,1
694,1,0,1,0,1,1,0,1,1,0,0
427,0,1,1,0,1,0,1,0,1,1,1
391,0,1,1,0,0,0,0,1,1,1,0
524,1,0,0,0,0,0,1,1,0,0,0
39,0,0,0,0,1,0,0,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0
437,0,1,1,0,1,1,0,1,0,1,0
774,1,1,0,0,0,0,0,1,1,0,0
20,0,0,0,0,0,1,0,1,0,0,0
260,0,1,0,0,0,0,0,1,0,0,0
875,1,1,0,1,1,0,1,0,1,1,1
801,1,1,0,0,1,0,0,0,0,1,1
460,0,1,1,1,0,0,1,1,0,0,0
207,0,0,1,1,0,0,1,1,1,1,0
382,0,1,0,1,1,1,1,1,1,0,0
973,1,1,1,1,0,0,1,1,0,1,0
296,0,1,0,0,1,0,1,0,0,0,1
832,1,1,0,1,0,0,0,0,0,0,0
297,0,1,0,0,1,0,1,0,0,1,1
46,0,0,0,0,1,0,1,1,1,0,1
237,0,0,1,1,1,0,1,1,0,1,0
484,0,1,1,1,1,0,0,1,0,0,0
511,0,1,1,1,1,1,1,1,1,1,0
827,1,1,0,0,1,1,1,0,1,1,1
183,0,0,1,0,1,1,0,1,1,1,0
274,0,1,0,0,0,1,0,0,1,0,0
868,1,1,0,1,1,0,0,1,0,0,0
893,1,1,0,1,1,1,1,1,0,1,1
756,1,0,1,1,1,1,0,1,0,0,0
78,0,0,0,1,0,0,1,1,1,0,0
251,0,0,1,1,1,1,1,0,1,1,1
406,0,1,1,0,0,1,0,1,1,0,0
728,1,0,1,1,0,1,1,0,0,0,1
110,0,0,0,1,1,0,1,1,1,0,0
572,1,0,0,0,1,1,1,1,0,0,0
68,0,0,0,1,0,0,0,1,0,0,0
811,1,1,0,0,1,0,1,0,1,1,1
276,0,1,0,0,0,1,0,1,0,0,0
86,0,0,0,1,0,1,0,1,1,0,0
717,1,0,1,1,0,0,1,1,0,1,0
831,1,1,0,0,1,1,1,1,1,1,1
305,0,1,0,0,1,1,0,0,0,1,1
57,0,0,0,0,1,1,1,0,0,1,1
289,0,1,0,0,1,0,0,0,0,1,1
565,1,0,0,0,1,1,0,1,0,1,1
491,0,1,1,1,1,0,1,0,1,1,1
775,1,1,0,0,0,0,0,1,1,1,1
600,1,0,0,1,0,1,1,0,0,0,0
105,0,0,0,1,1,0,1,0,0,1,1
441,0,1,1,0,1,1,1,0,0,1,1
256,0,1,0,0,0,0,0,0,0,0,0
339,0,1,0,1,0,1,0,0,1,1,1
328,0,1,0,1,0,0,1,0,0,0,0
932,1,1,1,0,1,0,0,1,0,0,0
838,1,1,0,1,0,0,0,1,1,0,0
126,0,0,0,1,1,1,1,1,1,0,0
567,1,0,0,0,1,1,0,1,1,1,1
866,1,1,0,1,1,0,0,0,1,0,0
285,0,1,0,0,0,1,1,1,0,1,1
279,0,1,0,0,0,1,0,1,1,1,1
684,1,0,1,0,1,0,1,1,0,0,0
808,1,1,0,0,1,0,1,0,0,0,0
221,0,0,1,1,0,1,1,1,0,1,0
317,0,1,0,0,1,1,1,1,0,1,1
884,1,1,0,1,1,1,0,1,0,0,0
697,1,0,1,0,1,1,1,0,0,1,1
345,0,1,0,1,0,1,1,0,0,1,1
425,0,1,1,0,1,0,1,0,0,1,1
220,0,0,1,1,0,1,1,1,0,0,0
813,1,1,0,0,1,0,1,1,0,1,1
180,0,0,1,0,1,1,0,1,0,0,0
156,0,0,1,0,0,1,1,1,0,0,0
189,0,0,1,0,1,1,1,1,0,1,0
642,1,0,1,0,0,0,0,0,1,0,1
956,1,1,1,0,1,1,1,1,0,0,0
721,1,0,1,1,0,1,0,0,0,1,1
109,0,0,0,1,1,0,1,1,0,1,1
145,0,0,1,0,0,1,0,0,0,1,1
685,1,0,1,0,1,0,1,1,0,1,0
640,1,0,1,0,0,0,0,0,0,0,1
703,1,0,1,0,1,1,1,1,1,1,0
974,1,1,1,1,0,0,1,1,1,0,0
452,0,1,1,1,0,0,0,1,0,0,0
77,0,0,0,1,0,0,1,1,0,1,1
17,0,0,0,0,0,1,0,0,0,1,1
806,1,1,0,0,1,0,0,1,1,0,0
293,0,1,0,0,1,0,0,1,0,1,1
184,0,0,1,0,1,1,1,0,0,0,1
951,1,1,1,0,1,1,0,1,1,1,0
483,0,1,1,1,1,0,0,0,1,1,1
523,1,0,0,0,0,0,1,0,1,1,1
993,1,1,1,1,1,0,0,0,0,1,1
448,0,1,1,1,0,0,0,0,0,0,1
909,1,1,1,0,0,0,1,1,0,1,0
615,1,0,0,1,1,0,0,1,1,1,1
415,0,1,1,0,0,1,1,1,1,1,0
85,0,0,0,1,0,1,0,1,0,1,1
198,0,0,1,1,0,0,0,1,1,0,0
59,0,0,0,0,1,1,1,0,1,1,1
50,0,0,0,0,1,1,0,0,1,0,1
752,1,0,1,1,1,1,0,0,0,0,1
412,0,1,1,0,0,1,1,1,0,0,0
732,1,0,1,1,0,1,1,1,0,0,0
107,0,0,0,1,1,0,1,0,1,1,1
938,1,1,1,0,1,0,1,0,1,0,1
347,0,1,0,1,0,1,1,0,1,1,1
363,0,1,0,1,1,0,1,0,1,1,1
543,1,0,0,0,0,1,1,1,1,1,1
495,0,1,1,1,1,0,1,1,1,1,0
92,0,0,0,1,0,1,1,1,0,0,0
241,0,0,1,1,1,1,0,0,0,1,1
125,0,0,0,1,1,1,1,1,0,1,1
152,0,0,1,0,0,1,1,0,0,0,1
529,1,0,0,0,0,1,0,0,0,1,1
704,1,0,1,1,0,0,0,0,0,0,1
4,0,0,0,0,0,0,0,1,0,0,0
393,0,1,1,0,0,0,1,0,0,1,1
65,0,0,0,1,0,0,0,0,0,1,1
142,0,0,1,0,0,0,1,1,1,0,0
3,0,0,0,0,0,0,0,0,1,1,1
818,1,1,0,0,1,1,0,0,1,0,0
239,0,0,1,1,1,0,1,1,1,1,0
1004,1,1,1,1,1,0,1,1,0,0,0
978,1,1,1,1,0,1,0,0,1,0,1
526,1,0,0,0,0,0,1,1,1,0,0
1000,1,1,1,1,1,0,1,0,0,0,1
447,0,1,1,0,1,1,1,1,1,1,0
810,1,1,0,0,1,0,1,0,1,0,0
876,1,1,0,1,1,0,1,1,0,0,0
928,1,1,1,0,1,0,0,0,0,0,1
554,1,0,0,0,1,0,1,0,1,0,0
194,0,0,1,1,0,0,0,0,1,0,1
98,0,0,0,1,1,0,0,0,1,0,0
397,0,1,1,0,0,0,1,1,0,1,0
1022,1,1,1,1,1,1,1,1,1,0,0
632,1,0,0,1,1,1,1,0,0,0,0
417,0,1,1,0,1,0,0,0,0,1,1
28,0,0,0,0,0,1,1,1,0,0,0
701,1,0,1,0,1,1,1,1,0,1,0
476,0,1,1,1,0,1,1,1,0,0,0
514,1,0,0,0,0,0,0,0,1,0,0
579,1,0,0,1,0,0,0,0,1,1,1
889,1,1,0,1,1,1,1,0,0,1,1
42,0,0,0,0,1,0,1,0,1,0,1
294,0,1,0,0,1,0,0,1,1,0,1
537,1,0,0,0,0,1,1,0,0,1,1
219,0,0,1,1,0,1,1,0,1,1,1
501,0,1,1,1,1,1,0,1,0,1,0
147,0,0,1,0,0,1,0,0,1,1,1
455,0,1,1,1,0,0,0,1,1,1,0
314,0,1,0,0,1,1,1,0,1,0,1
459,0,1,1,1,0,0,1,0,1,1,1
930,1,1,1,0,1,0,0,0,1,0,1
720,1,0,1,1,0,1,0,0,0,0,1
446,0,1,1,0,1,1,1,1,1,0,0
693,1,0,1,0,1,1,0,1,0,1,0
2,0,0,0,0,0,0,0,0,1,0,0
817,1,1,0,0,1,1,0,0,0,1,1
812,1,1,0,0,1,0,1,1,0,0,0
185,0,0,1,0,1,1,1,0,0,1,1
855,1,1,0,1,0,1,0,1,1,1,1
306,0,1,0,0,1,1,0,0,1,0,1
402,0,1,1,0,0,1,0,0,1,0,1
179,0,0,1,0,1,1,0,0,1,1,1
340,0,1,0,1,0,1,0,1,0,0,0
349,0,1,0,1,0,1,1,1,0,1,1
310,0,1,0,0,1,1,0,1,1,0,1
553,1,0,0,0,1,0,1,0,0,1,1
742,1,0,1,1,1,0,0,1,1,0,0
923,1,1,1,0,0,1,1,0,1,1,1
786,1,1,0,0,0,1,0,0,1,0,0
877,1,1,0,1,1,0,1,1,0,1,1
248,0,0,1,1,1,1,1,0,0,0,1
375,0,1,0,1,1,1,0,1,1,1,1
8,0,0,0,0,0,0,1,0,0,0,0
626,1,0,0,1,1,1,0,0,1,0,0
116,0,0,0,1,1,1,0,1,0,0,0
666,1,0,1,0,0,1,1,0,1,0,1
1015,1,1,1,1,1,1,0,1,1,1,0
547,1,0,0,0,1,0,0,0,1,1,1
621,1,0,0,1,1,0,1,1,0,1,1
112,0,0,0,1,1,1,0,0,0,0,0
897,1,1,1,0,0,0,0,0,0,1,1
683,1,0,1,0,1,0,1,0,1,1,1
129,0,0,1,0,0,0,0,0,0,1,1
976,1,1,1,1,0,1,0,0,0,0,1
941,1,1,1,0,1,0,1,1,0,1,0
421,0,1,1,0,1,0,0,1,0,1,0
87,0,0,0,1,0,1,0,1,1,1,1
1019,1,1,1,1,1,1,1,0,1,1,1
27,0,0,0,0,0,1,1,0,1,1,1
244,0,0,1,1,1,1,0,1,0,0,0
1001,1,1,1,1,1,0,1,0,0,1,1
559,1,0,0,0,1,0,1,1,1,1,1
84,0,0,0,1,0,1,0,1,0,0,0
532,1,0,0,0,0,1,0,1,0,0,0
637,1,0,0,1,1,1,1,1,0,1,1
301,0,1,0,0,1,0,1,1,0,1,1
188,0,0,1,0,1,1,1,1,0,0,0
653,1,0,1,0,0,0,1,1,0,1,0
234,0,0,1,1,1,0,1,0,1,0,1
410,0,1,1,0,0,1,1,0,1,0,1
271,0,1,0,0,0,0,1,1,1,1,1
408,0,1,1,0,0,1,1,0,0,0,1
706,1,0,1,1,0,0,0,0,1,0,1
641,1,0,1,0,0,0,0,0,0,1,1
687,1,0,1,0,1,0,1,1,1,1,0
606,1,0,0,1,0,1,1,1,1,0,0
645,1,0,1,0,0,0,0,1,0,1,0
568,1,0,0,0,1,1,1,0,0,0,0
240,0,0,1,1,1,1,0,0,0,0,1
762,1,0,1,1,1,1,1,0,1,0,1
322,0,1,0,1,0,0,0,0,1,0,0
12,0,0,0,0,0,0,1,1,0,0,0
971,1,1,1,1,0,0,1,0,1,1,1
431,0,1,1,0,1,0,1,1,1,1,0
715,1,0,1,1,0,0,1,0,1,1,1
791,1,1,0,0,0,1,0,1,1,1,1
788,1,1,0,0,0,1,0,1,0,0,0
604,1,0,0,1,0,1,1,1,0,0,0
591,1,0,0,1,0,0,1,1,1,1,1
551,1,0,0,0,1,0,0,1,1,1,1
123,0,0,0,1,1,1,1,0,1,1,1
14,0,0,0,0,0,0,1,1,1,0,0
428,0,1,1,0,1,0,1,1,0,0,0
828,1,1,0,0,1,1,1,1,0,0,0
454,0,1,1,1,0,0,0,1,1,0,0
167,0,0,1,0,1,0,0,1,1,1,0
461,0,1,1,1,0,0,1,1,0,1,0
963,1,1,1,1,0,0,0,0,1,1,1
295,0,1,0,0,1,0,0,1,1,1,1
770,1,1,0,0,0,0,0,0,1,0,0
753,1,0,1,1,1,1,0,0,0,1,1
804,1,1,0,0,1,0,0,1,0,0,0
949,1,1,1,0,1,1,0,1,0,1,0
196,0,0,1,1,0,0,0,1,0,0,0
652,1,0,1,0,0,0,1,1,0,0,0
500,0,1,1,1,1,1,0,1,0,0,0
840,1,1,0,1,0,0,1,0,0,0,0
368,0,1,0,1,1,1,0,0,0,0,0
924,1,1,1,0,0,1,1,1,0,0,0
556,1,0,0,0,1,0,1,1,0,0,0
187,0,0,1,0,1,1,1,0,1,1,1
252,0,0,1,1,1,1,1,1,0,0,0
358,0,1,0,1,1,0,0,1,1,0,0
669,1,0,1,0,0,1,1,1,0,1,0
36,0,0,0,0,1,0,0,1,0,0,1
24,0,0,0,0,0,1,1,0,0,0,0
982,1,1,1,1,0,1,0,1,1,0,0
733,1,0,1,1,0,1,1,1,0,1,0
130,0,0,1,0,0,0,0,0,1,0,1
904,1,1,1,0,0,0,1,0,0,0,1
598,1,0,0,1,0,1,0,1,1,0,0
773,1,1,0,0,0,0,0,1,0,1,1
999,1,1,1,1,1,0,0,1,1,1,0
1013,1,1,1,1,1,1,0,1,0,1,0
826,1,1,0,0,1,1,1,0,1,0,0
854,1,1,0,1,0,1,0,1,1,0,0
166,0,0,1,0,1,0,0,1,1,0,0
542,1,0,0,0,0,1,1,1,1,0,0
942,1,1,1,0,1,0,1,1,1,0,0
518,1,0,0,0,0,0,0,1,1,0,0
700,1,0,1,0,1,1,1,1,0,0,0
9,0,0,0,0,0,0,1,0,0,1,1
119,0,0,0,1,1,1,0,1,1,1,1
782,1,1,0,0,0,0,1,1,1,0,0
377,0,1,0,1,1,1,1,0,0,1,1
238,0,0,1,1,1,0,1,1,1,0,0
835,1,1,0,1,0,0,0,0,1,1,1
255,0,0,1,1,1,1,1,1,1,1,0
403,0,1,1,0,0,1,0,0,1,1,1
479,0,1,1,1,0,1,1,1,1,1,0
995,1,1,1,1,1,0,0,0,1,1,1
590,1,0,0,1,0,0,1,1,1,0,0
912,1,1,1,0,0,1,0,0,0,0,1
550,1,0,0,0,1,0,0,1,1,0,0
696,1,0,1,0,1,1,1,0,0,0,1
453,0,1,1,1,0,0,0,1,0,1,0
394,0,1,1,0,0,0,1,0,1,0,1
41,0,0,0,0,1,0,1,0,0,1,1
74,0,0,0,1,0,0,1,0,1,0,0
384,0,1,1,0,0,0,0,0,0,0,1
67,0,0,0,1,0,0,0,0,1,1,1
490,0,1,1,1,1,0,1,0,1,0,1
979,1,1,1,1,0,1,0,0,1,1,1
783,1,1,0,0,0,0,1,1,1,1,1
859,1,1,0,1,0,1,1,0,1,1,1
138,0,0,1,0,0,0,1,0,1,0,1
844,1,1,0,1,0,0,1,1,0,0,0
607,1,0,0,1,0,1,1,1,1,1,1
351,0,1,0,1,0,1,1,1,1,1,1
815,1,1,0,0,1,0,1,1,1,1,1
485,0,1,1,1,1,0,0,1,0,1,0
61,0,0,0,0,1,1,1,1,0,1,1
141,0,0,1,0,0,0,1,1,0,1,0
937,1,1,1,0,1,0,1,0,0,1,1
658,1,0,1,0,0,1,0,0,1,0,1
350,0,1,0,1,0,1,1,1,1,0,0
883,1,1,0,1,1,1,0,0,1,1,1
690,1,0,1,0,1,1,0,0,1,0,1
139,0,0,1,0,0,0,1,0,1,1,1
312,0,1,0,0,1,1,1,0,0,0,1
225,0,0,1,1,1,0,0,0,0,1,1
390,0,1,1,0,0,0,0,1,1,0,0
965,1,1,1,1,0,0,0,1,0,1,0
